entry_time,exit_time,symbol,side,system,result,volume,entry_price,exit_price,pnl,position_id,entry_deal,entry_order,exit_deals,magic,comment,duration_minutes
2026-05-15 19:05:07,2026-05-15 19:22:42,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4534.41,4538.37,-3.96,8659763623,8270440504,8659763623,8270794443,202404,AQ_FLOW_EXP_FLOW,17.58
2026-05-18 10:15:04,2026-05-18 10:20:55,XAUUSD,BUY,FLOW_EXP,LOSS,0.01,4543.82,4539.57,-4.25,8670863930,8282980197,8670863930,8283095844,202404,AQ_FLOW_EXP_FLOW,5.85
2026-05-18 10:25:10,2026-05-18 10:25:59,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4540.75,4544.68,-3.93,8671025851,8283172491,8671025851,8283196415,202404,AQ_FLOW_EXP_FLOW,0.82
2026-05-18 11:00:14,2026-05-18 11:26:30,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4548.56,4551.13,-2.57,8671737503,8283994485,8671737503,8284457547,202404,AQ_FLOW_EXP_MOM_,26.27
2026-05-18 11:35:07,2026-05-18 11:53:16,XAUUSD,BUY,FLOW_EXP,WIN,0.01,4550.42,4556.2,5.78,8672310974,8284641026,8672310974,8284994109,202404,AQ_FLOW_EXP_FLOW,18.15
2026-05-18 11:55:01,2026-05-18 12:00:06,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4556.17,4549.93,6.24,8672662091,8285034625,8672662091,8285130929,202404,AQ_FLOW_EXP_FLOW,5.08
2026-05-18 12:05:07,2026-05-18 12:07:12,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4542.78,4546.41,-3.63,8672875649,8285277598,8672875649,8285335650,202404,AQ_FLOW_EXP_FLOW,2.08
2026-05-18 13:20:03,2026-05-18 13:33:52,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4541.96,4535.74,6.22,8674001183,8286572887,8674001183,8286794140,202404,AQ_FLOW_EXP_MOM_,13.82
2026-05-18 13:50:03,2026-05-18 13:53:42,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4543.28,4538.73,4.55,8674549862,8287203447,8674549862,8287284221,202404,AQ_FLOW_EXP_FLOW,3.65
2026-05-18 14:05:04,2026-05-18 14:09:55,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4538.32,4533.53,4.79,8674816143,8287507262,8674816143,8287584386,202404,AQ_FLOW_EXP_REEN,4.85
2026-05-18 15:00:05,2026-05-18 15:05:20,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4550.47,4552.87,-2.4,8676142157,8289026745,8676142157,8289161110,202404,AQ_FLOW_EXP_FLOW,5.25
2026-05-18 15:10:09,2026-05-18 15:16:45,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4554.07,4548.86,5.21,8676368514,8289289731,8676368514,8289428419,202404,AQ_FLOW_EXP_MOM_,6.6
2026-05-18 15:20:04,2026-05-18 15:21:00,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4547.54,4548.74,-1.2,8676564608,8289514571,8676564608,8289542250,202404,AQ_FLOW_EXP_FLOW,0.93
2026-05-18 15:30:07,2026-05-18 15:30:55,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4550.62,4553.11,-2.49,8676780146,8289756938,8676780146,8289774233,202404,AQ_FLOW_EXP_MOM_,0.8
2026-05-18 15:35:10,2026-05-18 15:35:22,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4559.6,4561.42,-1.8199999999999998,8676906885,8289900632,8676906885,8289908901,202404,AQ_FLOW_EXP_FLOW,0.2
2026-05-18 15:40:02,2026-05-18 15:41:17,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4561.05,4562.86,-1.81,8677047444,8290062674,8677047444,8290094194,202404,AQ_FLOW_EXP_REEN,1.25
2026-05-18 15:45:07,2026-05-18 15:45:39,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4568.85,4571.7,-2.85,8677210613,8290247399,8677210613,8290274346,202404,AQ_FLOW_EXP_FLOW,0.53
2026-05-18 15:50:07,2026-05-18 15:51:30,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4573.12,4569.41,3.71,8677396082,8290459994,8677396082,8290504070,202404,AQ_FLOW_EXP_FLOW,1.38
2026-05-18 16:00:13,2026-05-18 16:00:59,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4574.04,4575.86,-1.8199999999999998,8677685591,8290793060,8677685591,8290828646,202404,AQ_FLOW_EXP_FLOW,0.77
2026-05-18 16:10:08,2026-05-18 16:10:35,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4563.64,4565.23,-1.5899999999999999,8677983560,8291132041,8677983560,8291145854,202404,AQ_FLOW_EXP_FLOW,0.45
2026-05-18 16:15:05,2026-05-18 16:18:52,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4567.71,4564.87,2.84,8678099173,8291265744,8678099173,8291349877,202404,AQ_FLOW_EXP_FLOW,3.78
2026-05-18 16:20:04,2026-05-18 16:20:21,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4565.63,4567.52,-1.8900000000000001,8678195700,8291373393,8678195700,8291378385,202404,AQ_FLOW_EXP_FLOW,0.28
2026-05-18 16:25:03,2026-05-18 16:26:37,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4572.33,4574.08,-1.75,8678301419,8291496038,8678301419,8291540960,202404,AQ_FLOW_EXP_FLOW,1.57
2026-05-18 16:50:11,2026-05-18 16:50:57,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4574.05,4576.65,-2.6,8679017697,8292323515,8679017697,8292343086,202404,AQ_FLOW_EXP_FLOW,0.77
2026-05-18 17:05:07,2026-05-18 17:05:54,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4565.93,4561.46,4.47,8679504465,8292875137,8679504465,8292903954,202404,AQ_FLOW_EXP_FLOW,0.78
2026-05-18 17:15:10,2026-05-18 17:15:24,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4562.41,4565.31,-2.9,8679809104,8293222401,8679809104,8293231108,202404,AQ_FLOW_EXP_FLOW,0.23
2026-05-18 17:20:11,2026-05-18 17:21:12,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4565.95,4561.55,4.4,8679927346,8293359160,8679927346,8293389157,202404,AQ_FLOW_EXP_FLOW,1.02
2026-05-18 17:25:08,2026-05-18 17:27:50,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4559.47,4562.57,-3.1,8680083043,8293541069,8680083043,8293617831,202404,AQ_FLOW_EXP_FLOW,2.7
2026-05-18 18:15:07,2026-05-18 18:19:16,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4540.67,4534.9,5.77,8681444719,8295102077,8681444719,8295188402,202404,AQ_FLOW_EXP_FLOW,4.15
2026-05-18 18:20:07,2026-05-18 18:40:42,XAUUSD,BUY,FLOW_EXP,WIN,0.01,4536.77,4542.77,6.0,8681543676,8295210813,8681543676,8295677924,202404,AQ_FLOW_EXP_FLOW,20.58
2026-05-18 20:00:03,2026-05-18 20:03:42,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4549.69,4554.23,-4.54,8683485373,8297427823,8683485373,8297503894,202404,AQ_FLOW_EXP_FLOW,3.65
2026-05-19 09:45:12,2026-05-19 09:46:33,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4550.82,4546.9,3.92,8691871747,8306699921,8691871747,8306721640,202404,AQ_FLOW_EXP_FLOW,1.35
2026-05-19 10:32:21,2026-05-19 10:38:05,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4546.83,4543.63,3.2,8692561637,8307470478,8692561637,8307560295,202404,AQ_FLOW_EXP_FLOW,5.73
2026-05-19 10:40:04,2026-05-19 10:43:46,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4542.68,4545.09,-2.41,8692676110,8307596902,8692676110,8307659858,202404,AQ_FLOW_EXP_MOM_,3.7
2026-05-19 11:45:12,2026-05-19 11:45:28,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4543.12,4545.74,-2.62,8693831038,8308915904,8693831038,8308922114,202404,AQ_FLOW_EXP_FLOW,0.27
2026-05-19 12:05:03,2026-05-19 12:22:47,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4541.35,4543.81,-2.46,8694155959,8309278541,8694155959,8309634278,202404,AQ_FLOW_EXP_REEN,17.73
2026-05-19 13:30:02,2026-05-19 13:37:47,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4540.34,4543.03,-2.69,8695541393,8310820595,8695541393,8310935555,202404,AQ_FLOW_EXP_FLOW,7.75
2026-05-19 14:10:06,2026-05-19 14:14:38,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4540.97,4536.14,4.83,8696438252,8311839853,8696438252,8311952232,202404,AQ_FLOW_EXP_FLOW,4.53
2026-05-19 14:15:08,2026-05-19 14:16:45,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4536.18,4539.57,-3.39,8696549128,8311963262,8696549128,8311992019,202404,AQ_FLOW_EXP_FLOW,1.62
2026-05-19 14:30:06,2026-05-19 14:43:30,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4538.66,4541.81,-3.15,8696768401,8312202497,8696768401,8312411869,202404,AQ_FLOW_EXP_FLOW,13.4
2026-05-19 14:55:07,2026-05-19 14:59:31,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4533.37,4531.08,2.29,8697161736,8312640993,8697161736,8312744670,202404,AQ_FLOW_EXP_FLOW,4.4
2026-05-19 15:00:09,2026-05-19 15:02:04,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4530.66,4532.93,-2.27,8697271313,8312763651,8697271313,8312826494,202404,AQ_FLOW_EXP_MOM_,1.92
2026-05-19 15:30:03,2026-05-19 15:30:05,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4542.51,4544.96,-2.45,8697939138,8313509199,8697939138,8313510248,202404,AQ_FLOW_EXP_MOM_,0.03
2026-05-19 16:15:11,2026-05-19 16:17:00,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4525.95,4522.53,3.42,8699100641,8314820243,8699100641,8314863978,202404,AQ_FLOW_EXP_FLOW,1.82
2026-05-19 16:20:01,2026-05-19 16:20:06,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4517.46,4519.67,-2.21,8699231574,8314969615,8699231574,8314972176,202404,AQ_FLOW_EXP_FLOW,0.08
2026-05-19 16:50:12,2026-05-19 16:50:18,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4482.59,4483.74,-1.15,8700706969,8316660806,8700706969,8316666724,202404,AQ_FLOW_EXP_FLOW,0.1
2026-05-19 17:25:12,2026-05-19 17:26:13,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4485.03,4488.46,-3.43,8701872298,8317981647,8701872298,8318012523,202404,AQ_FLOW_EXP_FLOW,1.02
2026-05-20 09:45:07,2026-05-20 09:49:26,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4467.31,4469.53,-2.22,8713609427,8331124223,8713609427,8331177373,202404,AQ_FLOW_EXP_MOM_,4.32
2026-05-20 10:25:05,2026-05-20 10:30:15,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4482.11,4484.41,-2.3,8714260678,8331864162,8714260678,8331948442,202404,AQ_FLOW_EXP_FLOW,5.17
2026-05-20 10:35:08,2026-05-20 10:39:38,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4478.27,4480.78,-2.51,8714439548,8332061394,8714439548,8332154097,202404,AQ_FLOW_EXP_FLOW,4.5
2026-05-20 10:40:03,2026-05-20 10:41:00,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4480.26,4482.43,-2.17,8714528517,8332164602,8714528517,8332185028,202404,AQ_FLOW_EXP_FLOW,0.95
2026-05-20 10:45:09,2026-05-20 10:47:04,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4481.33,4477.87,3.46,8714615188,8332266263,8714615188,8332302605,202404,AQ_FLOW_EXP_FLOW,1.92
2026-05-20 10:55:08,2026-05-20 11:04:30,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4477.98,4481.16,-3.18,8714791929,8332459580,8714791929,8332627169,202404,AQ_FLOW_EXP_FLOW,9.37
2026-05-20 11:45:05,2026-05-20 11:46:10,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4479.88,4482.42,-2.54,8715668829,8333441618,8715668829,8333462649,202404,AQ_FLOW_EXP_FLOW,1.08
2026-05-20 12:05:12,2026-05-20 12:12:24,XAUUSD,SELL,FLOW_EXP,WIN,0.01,4485.21,4480.08,5.13,8715990700,8333808194,8715990700,8333917342,202404,AQ_FLOW_EXP_REEN,7.2
2026-05-20 12:30:10,2026-05-20 12:30:39,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4474.02,4477.89,-3.87,8716345268,8334207692,8716345268,8334221346,202404,AQ_FLOW_EXP_FLOW,0.48
2026-05-20 12:35:11,2026-05-20 12:52:09,XAUUSD,SELL,FLOW_EXP,LOSS,0.01,4481.58,4485.87,-4.29,8716441664,8334317540,8716441664,8334554276,202404,AQ_FLOW_EXP_FLOW,16.97
